gender,signup_flow,affiliate_provider,affiliate_channel,first_affiliate_tracked,signup_app,signup_method,first_browser,country_destination
Female,great_pret,direct,seo,more,MoWeb,basic,Safari,US
Female,great_pret,direct,seo,more,MoWeb,facebook,Safari,US
Female,great_pret,direct,direct,1,iOS,basic,Safari,US
Female,great_pret,direct,direct,1,iOS,basic,Chrome,US
Female,great_pret,direct,direct,1,iOS,facebook,Safari,US
Female,great_pret,direct,direct,1,iOS,facebook,Chrome,US
Female,great_pret,direct,direct,1,iOS,LinkedIn,Safari,US
Female,great_pret,direct,direct,1,iOS,LinkedIn,Chrome,US
Female,great_pret,direct,direct,1,Web,basic,Safari,US
Female,great_pret,direct,direct,1,Web,basic,Chrome,US
Female,great_pret,direct,direct,1,Web,facebook,Safari,US
Female,great_pret,direct,direct,1,Web,facebook,Chrome,US
Female,great_pret,direct,direct,1,Web,LinkedIn,Safari,US
Female,great_pret,direct,direct,1,Web,LinkedIn,Chrome,US
Female,great_pret,direct,direct,1,MoWeb,basic,Safari,US
Female,great_pret,direct,direct,1,MoWeb,facebook,Safari,US
Female,great_pret,direct,direct,2,iOS,basic,Safari,US
Female,great_pret,direct,direct,2,iOS,facebook,Safari,US
Female,great_pret,direct,direct,2,Web,basic,Safari,US
Female,great_pret,direct,direct,2,Web,facebook,Safari,US
Female,great_pret,direct,direct,2,MoWeb,basic,Safari,US
Female,great_pret,direct,direct,2,MoWeb,facebook,Safari,US
Female,great_pret,direct,direct,3,iOS,basic,Safari,US
Female,great_pret,direct,direct,3,iOS,facebook,Safari,US
Female,great_pret,direct,direct,3,Web,basic,Safari,US
Female,great_pret,direct,direct,3,Web,facebook,Safari,US
Female,great_pret,direct,direct,3,MoWeb,basic,Safari,US
Female,great_pret,direct,direct,3,MoWeb,facebook,Safari,US
Female,great_pret,direct,direct,more,iOS,basic,Safari,US
Female,great_pret,direct,direct,more,iOS,facebook,Safari,US
Female,great_pret,direct,direct,more,Web,basic,Safari,US
Female,great_pret,direct,direct,more,Web,facebook,Safari,US
Female,great_pret,direct,direct,more,MoWeb,basic,Safari,US
Female,great_pret,direct,direct,more,MoWeb,facebook,Safari,US
Female,great_pret,direct,foster,1,iOS,basic,Safari,US
Female,great_pret,direct,foster,1,iOS,facebook,Safari,US
Female,great_pret,direct,foster,1,Web,basic,Safari,US
Female,great_pret,direct,foster,1,Web,facebook,Safari,US
Female,great_pret,direct,foster,1,MoWeb,basic,Safari,US
Female,great_pret,direct,foster,1,MoWeb,facebook,Safari,US
Female,great_pret,direct,foster,2,iOS,basic,Safari,US
Female,great_pret,direct,foster,2,iOS,facebook,Safari,US
Female,great_pret,direct,foster,2,Web,basic,Safari,US
Female,great_pret,direct,foster,2,Web,facebook,Safari,US
Female,great_pret,direct,foster,2,MoWeb,basic,Safari,US
Female,great_pret,direct,foster,2,MoWeb,facebook,Safari,US
Female,great_pret,direct,foster,3,iOS,basic,Safari,US
Female,great_pret,direct,foster,3,iOS,facebook,Safari,US
Female,great_pret,direct,foster,3,Web,basic,Safari,US
Female,great_pret,direct,foster,3,Web,facebook,Safari,US
Female,great_pret,direct,foster,3,MoWeb,basic,Safari,US
Female,great_pret,direct,foster,3,MoWeb,facebook,Safari,US
Female,great_pret,direct,foster,more,iOS,basic,Safari,US
Female,great_pret,direct,foster,more,iOS,facebook,Safari,US
Female,great_pret,direct,foster,more,Web,basic,Safari,US
Female,great_pret,direct,foster,more,Web,facebook,Safari,US
Female,great_pret,direct,foster,more,MoWeb,basic,Safari,US
Female,great_pret,direct,foster,more,MoWeb,facebook,Safari,US
Female,great_pret,meetup,api,1,iOS,basic,Safari,US
Female,great_pret,meetup,api,1,iOS,facebook,Safari,US
Female,great_pret,meetup,api,1,Web,basic,Safari,US
Female,great_pret,meetup,api,1,Web,facebook,Safari,US
Female,great_pret,meetup,api,1,MoWeb,basic,Safari,US
Female,great_pret,meetup,api,1,MoWeb,facebook,Safari,US
Female,great_pret,meetup,api,2,iOS,basic,Safari,US
Female,great_pret,meetup,api,2,iOS,facebook,Safari,US
Female,great_pret,meetup,api,2,Web,basic,Safari,US
Female,great_pret,meetup,api,2,Web,facebook,Safari,US
Female,great_pret,meetup,seo,1,iOS,basic,Safari,US
Female,great_pret,meetup,seo,1,iOS,facebook,Safari,US
Female,great_pret,meetup,seo,1,Web,basic,Safari,US
Female,great_pret,meetup,seo,1,Web,facebook,Safari,US
Female,great_pret,meetup,seo,2,iOS,basic,Safari,US
Female,great_pret,meetup,seo,2,iOS,facebook,Safari,US
Female,great_pret,meetup,seo,2,Web,basic,Safari,US
Female,great_pret,meetup,seo,2,Web,facebook,Safari,US
Female,great_pret,meetup,direct,1,iOS,basic,Safari,US
Female,great_pret,meetup,direct,1,iOS,facebook,Safari,US
Female,great_pret,meetup,direct,1,Web,basic,Safari,US
Female,great_pret,meetup,direct,1,Web,facebook,Safari,US
Female,great_pret,facebook,api,1,iOS,basic,Safari,US
Female,great_pret,facebook,api,1,iOS,facebook,Safari,US
Female,great_pret,facebook,api,1,Web,basic,Safari,US
Female,great_pret,facebook,api,1,Web,facebook,Safari,US
Female,great_pret,facebook,api,1,MoWeb,basic,Safari,US
Female,great_pret,facebook,api,1,MoWeb,facebook,Safari,US
Female,great_pret,facebook,api,2,iOS,basic,Safari,US
Female,great_pret,facebook,api,2,iOS,facebook,Safari,US
Female,great_pret,facebook,api,2,Web,basic,Safari,US
Female,great_pret,facebook,api,2,Web,facebook,Safari,US
Female,great_pret,facebook,seo,1,iOS,basic,Safari,US
Female,great_pret,facebook,seo,1,iOS,facebook,Safari,US
Female,great_pret,facebook,seo,1,Web,basic,Safari,US
Female,great_pret,facebook,seo,1,Web,facebook,Safari,US
Female,great_pret,facebook,seo,2,iOS,basic,Safari,US
Female,great_pret,facebook,seo,2,iOS,facebook,Safari,US
Female,great_pret,facebook,seo,2,Web,basic,Safari,US
Female,great_pret,facebook,seo,2,Web,facebook,Safari,US
Female,great_pret,facebook,direct,1,iOS,basic,Safari,US
Female,great_pret,facebook,direct,1,iOS,facebook,Safari,US
Female,great_pret,facebook,direct,1,Web,basic,Safari,US
Female,great_pret,facebook,direct,1,Web,facebook,Safari,US
Female,great_pret,craigslist,api,1,iOS,basic,Safari,US
Female,great_pret,craigslist,api,1,iOS,facebook,Safari,US
Female,great_pret,craigslist,api,1,Web,basic,Safari,US
Female,great_pret,craigslist,api,1,Web,facebook,Safari,US
Female,great_pret,craigslist,api,1,MoWeb,basic,Safari,US
Female,great_pret,craigslist,api,1,MoWeb,facebook,Safari,US
Female,great_pret,craigslist,api,2,iOS,basic,Safari,US
Female,great_pret,craigslist,api,2,iOS,facebook,Safari,US
Female,great_pret,craigslist,api,2,Web,basic,Safari,US
Female,great_pret,craigslist,api,2,Web,facebook,Safari,US
Female,great_pret,craigslist,seo,1,iOS,basic,Safari,US
Female,great_pret,craigslist,seo,1,iOS,facebook,Safari,US
Female,great_pret,craigslist,seo,1,Web,basic,Safari,US
Female,great_pret,craigslist,seo,1,Web,facebook,Safari,US
Female,great_pret,craigslist,seo,2,iOS,basic,Safari,US
Female,great_pret,craigslist,seo,2,iOS,facebook,Safari,US
Female,great_pret,craigslist,seo,2,Web,basic,Safari,US
Female,great_pret,craigslist,seo,2,Web,facebook,Safari,US
Female,great_pret,craigslist,direct,1,iOS,basic,Safari,US
Female,great_pret,craigslist,direct,1,iOS,facebook,Safari,US
Female,great_pret,craigslist,direct,1,Web,basic,Safari,US
Female,great_pret,craigslist,direct,1,Web,facebook,Safari,US
Male,usual,bing,api,1,iOS,basic,IE,NL
Male,usual,bing,api,1,iOS,facebook,IE,NL
Male,usual,bing,api,1,iOS,LinkedIn,IE,NL
Male,usual,bing,api,1,Web,basic,IE,NL
Male,usual,bing,api,1,Web,facebook,IE,NL
Male,usual,bing,api,1,Web,LinkedIn,IE,NL
Male,usual,bing,api,1,MoWeb,basic,IE,NL
Male,usual,bing,api,1,MoWeb,facebook,IE,NL
Male,usual,bing,api,1,MoWeb,LinkedIn,IE,NL
Male,usual,bing,api,2,iOS,basic,IE,NL
Male,usual,bing,api,2,iOS,facebook,IE,NL
Male,usual,bing,api,2,iOS,LinkedIn,IE,NL
Male,usual,bing,api,2,Web,basic,IE,NL
Male,usual,bing,api,2,Web,facebook,IE,NL
Male,usual,bing,api,2,Web,LinkedIn,IE,NL
Male,usual,bing,api,2,MoWeb,basic,IE,NL
Male,usual,bing,api,2,MoWeb,facebook,IE,NL
Male,usual,bing,api,2,MoWeb,LinkedIn,IE,NL
Male,usual,bing,api,3,iOS,basic,IE,NL
Male,usual,bing,api,3,iOS,facebook,IE,NL
Male,usual,bing,api,3,iOS,LinkedIn,IE,NL
Male,usual,bing,api,3,Web,basic,IE,NL
Male,usual,bing,api,3,Web,facebook,IE,NL
Male,usual,bing,api,3,Web,LinkedIn,IE,NL
Male,usual,bing,api,3,MoWeb,basic,IE,NL
Male,usual,bing,api,3,MoWeb,facebook,IE,NL
Male,usual,bing,api,3,MoWeb,LinkedIn,IE,NL
Male,usual,bing,api,more,iOS,basic,IE,NL
Male,usual,bing,api,more,iOS,facebook,IE,NL
Male,usual,bing,api,more,iOS,LinkedIn,IE,NL
Male,usual,bing,api,more,Web,basic,IE,NL
Male,usual,bing,api,more,Web,facebook,IE,NL
Male,usual,bing,api,more,Web,LinkedIn,IE,NL
Male,usual,bing,api,more,MoWeb,basic,IE,NL
Male,usual,bing,api,more,MoWeb,facebook,IE,NL
Male,usual,bing,api,more,MoWeb,LinkedIn,IE,NL
Male,usual,bing,seo,1,iOS,basic,IE,NL
Male,usual,bing,seo,1,iOS,facebook,IE,NL
Male,usual,bing,seo,1,iOS,LinkedIn,IE,NL
Male,usual,bing,seo,1,Web,basic,IE,NL
Male,usual,bing,seo,1,Web,facebook,IE,NL
Male,usual,bing,seo,1,Web,LinkedIn,IE,NL
Male,usual,bing,seo,1,MoWeb,basic,IE,NL
Male,usual,bing,seo,1,MoWeb,facebook,IE,NL
Male,usual,bing,seo,1,MoWeb,LinkedIn,IE,NL
Male,usual,bing,seo,2,iOS,basic,IE,NL
Male,usual,bing,seo,2,iOS,facebook,IE,NL
Male,usual,bing,seo,2,iOS,LinkedIn,IE,NL
Male,usual,bing,seo,2,Web,basic,IE,NL
Male,usual,bing,seo,2,Web,facebook,IE,NL
Male,usual,bing,seo,2,Web,LinkedIn,IE,NL
Male,usual,bing,seo,2,MoWeb,basic,IE,NL
Male,usual,bing,seo,2,MoWeb,facebook,IE,NL
Male,usual,bing,seo,2,MoWeb,LinkedIn,IE,NL
Male,usual,bing,seo,3,iOS,basic,IE,NL
Male,usual,bing,seo,3,iOS,facebook,IE,NL
Male,usual,bing,seo,3,iOS,LinkedIn,IE,NL
Male,usual,bing,seo,3,Web,basic,IE,NL
Male,usual,bing,seo,3,Web,facebook,IE,NL
Male,usual,bing,seo,3,Web,LinkedIn,IE,NL
Male,usual,bing,seo,3,MoWeb,basic,IE,NL
Male,usual,bing,seo,3,MoWeb,facebook,IE,NL
Male,usual,bing,seo,3,MoWeb,LinkedIn,IE,NL
Male,usual,bing,seo,more,iOS,basic,IE,NL
Male,usual,bing,seo,more,iOS,facebook,IE,NL
Male,usual,bing,seo,more,iOS,LinkedIn,IE,NL
Male,usual,bing,seo,more,Web,basic,IE,NL
Male,usual,bing,seo,more,Web,facebook,IE,NL
Male,usual,bing,seo,more,Web,LinkedIn,IE,NL
Male,usual,bing,seo,more,MoWeb,basic,IE,NL
Male,usual,bing,seo,more,MoWeb,facebook,IE,NL
Male,usual,bing,seo,more,MoWeb,LinkedIn,IE,NL
Male,usual,bing,direct,1,iOS,basic,IE,NL
Male,usual,bing,direct,1,iOS,facebook,IE,NL
Male,usual,bing,direct,1,iOS,LinkedIn,IE,NL
Male,usual,bing,direct,1,Web,basic,IE,NL
Male,usual,bing,direct,1,Web,facebook,IE,NL
Male,usual,bing,direct,1,Web,LinkedIn,IE,NL
Male,usual,bing,direct,1,MoWeb,basic,IE,NL
Male,usual,bing,direct,1,MoWeb,facebook,IE,NL
Male,usual,bing,direct,1,MoWeb,LinkedIn,IE,NL
Male,usual,bing,direct,2,iOS,basic,IE,NL
Male,usual,bing,direct,2,iOS,facebook,IE,NL
Male,usual,bing,direct,2,iOS,LinkedIn,IE,NL
Male,usual,bing,direct,2,Web,basic,IE,NL
Male,usual,bing,direct,2,Web,facebook,IE,NL
Male,usual,bing,direct,2,Web,LinkedIn,IE,NL
Male,usual,bing,direct,2,MoWeb,basic,IE,NL
Male,usual,bing,direct,2,MoWeb,facebook,IE,NL
Male,usual,bing,direct,2,MoWeb,LinkedIn,IE,NL
Male,usual,bing,direct,3,iOS,basic,IE,NL
Male,usual,bing,direct,3,iOS,facebook,IE,NL
Male,usual,bing,direct,3,iOS,LinkedIn,IE,NL
Male,usual,bing,direct,3,Web,basic,IE,NL
Male,usual,bing,direct,3,Web,facebook,IE,NL
Male,usual,bing,direct,3,Web,LinkedIn,IE,NL
Male,usual,bing,direct,3,MoWeb,basic,IE,NL
Male,usual,bing,direct,3,MoWeb,facebook,IE,NL
Male,usual,bing,direct,3,MoWeb,LinkedIn,IE,NL
Male,usual,bing,direct,more,iOS,basic,IE,NL
Male,usual,bing,direct,more,iOS,facebook,IE,NL
Male,usual,bing,direct,more,iOS,LinkedIn,IE,NL
Male,usual,bing,direct,more,Web,basic,IE,NL
Male,usual,bing,direct,more,Web,facebook,IE,NL
Male,usual,bing,direct,more,Web,LinkedIn,IE,NL
Male,usual,bing,direct,more,MoWeb,basic,IE,NL
Male,usual,bing,direct,more,MoWeb,facebook,IE,NL
Male,usual,bing,direct,more,MoWeb,LinkedIn,IE,NL
Male,usual,bing,foster,1,iOS,basic,IE,NL
Male,usual,bing,foster,1,iOS,facebook,IE,NL
Male,usual,bing,foster,1,iOS,LinkedIn,IE,NL
Male,usual,bing,foster,1,Web,basic,IE,NL
Male,usual,bing,foster,1,Web,facebook,IE,NL
Male,usual,bing,foster,1,Web,LinkedIn,IE,NL
Male,usual,bing,foster,1,MoWeb,basic,IE,NL
Male,usual,bing,foster,1,MoWeb,facebook,IE,NL
Male,usual,bing,foster,1,MoWeb,LinkedIn,IE,NL
Male,usual,bing,foster,2,iOS,basic,IE,NL
Male,usual,bing,foster,2,iOS,facebook,IE,NL
Male,usual,bing,foster,2,iOS,LinkedIn,IE,NL
Male,usual,bing,foster,2,Web,basic,IE,NL
Male,usual,bing,foster,2,Web,facebook,IE,NL
Male,usual,bing,foster,2,Web,LinkedIn,IE,NL
Male,usual,bing,foster,2,MoWeb,basic,IE,NL
Male,usual,bing,foster,2,MoWeb,facebook,IE,NL
Male,usual,bing,foster,2,MoWeb,LinkedIn,IE,NL
Male,usual,bing,foster,3,iOS,basic,IE,NL
Male,usual,bing,foster,3,iOS,facebook,IE,NL
Male,usual,bing,foster,3,iOS,LinkedIn,IE,NL
Male,usual,bing,foster,3,Web,basic,IE,NL
Male,usual,bing,foster,3,Web,facebook,IE,NL
Male,usual,bing,foster,3,Web,LinkedIn,IE,NL
Male,usual,bing,foster,3,MoWeb,basic,IE,NL
Male,usual,bing,foster,3,MoWeb,facebook,IE,NL
Male,usual,bing,foster,3,MoWeb,LinkedIn,IE,NL
Male,usual,bing,foster,more,iOS,basic,IE,NL
Male,usual,bing,foster,more,iOS,facebook,IE,NL
Male,usual,bing,foster,more,iOS,LinkedIn,IE,NL
Male,usual,bing,foster,more,Web,basic,IE,NL
Male,usual,bing,foster,more,Web,facebook,IE,NL
Male,usual,bing,foster,more,Web,LinkedIn,IE,NL
Male,usual,bing,foster,more,MoWeb,basic,IE,NL
Male,usual,bing,foster,more,MoWeb,facebook,IE,NL
Male,usual,bing,foster,more,MoWeb,LinkedIn,IE,NL
Male,usual,direct,api,1,iOS,basic,IE,NL
Male,usual,direct,api,1,iOS,facebook,IE,NL
Male,usual,direct,api,1,iOS,LinkedIn,IE,NL
Male,usual,direct,api,1,Web,basic,IE,NL
Male,usual,direct,api,1,Web,facebook,IE,NL
Male,usual,direct,api,1,Web,LinkedIn,IE,NL
Male,usual,direct,api,1,MoWeb,basic,IE,NL
Male,usual,direct,api,1,MoWeb,facebook,IE,NL
Male,usual,direct,api,1,MoWeb,LinkedIn,IE,NL
Male,usual,direct,api,2,iOS,basic,IE,NL
Male,usual,direct,api,2,iOS,facebook,IE,NL
Male,usual,direct,api,2,iOS,LinkedIn,IE,NL
Male,usual,direct,api,2,Web,basic,IE,NL
Male,usual,direct,api,2,Web,facebook,IE,NL
Male,usual,direct,api,2,Web,LinkedIn,IE,NL
Male,usual,direct,api,2,MoWeb,basic,IE,NL
Male,usual,direct,api,2,MoWeb,facebook,IE,NL
Male,usual,direct,api,2,MoWeb,LinkedIn,IE,NL
Male,usual,direct,api,3,iOS,basic,IE,NL
Male,usual,direct,api,3,iOS,facebook,IE,NL
Male,usual,direct,api,3,iOS,LinkedIn,IE,NL
Male,usual,direct,api,3,Web,basic,IE,NL
Male,usual,direct,api,3,Web,facebook,IE,NL
Male,usual,direct,api,3,Web,LinkedIn,IE,NL
Male,usual,direct,api,3,MoWeb,basic,IE,NL
Male,usual,direct,api,3,MoWeb,facebook,IE,NL
Male,usual,direct,api,3,MoWeb,LinkedIn,IE,NL
Male,usual,direct,api,more,iOS,basic,IE,NL
Male,usual,direct,api,more,iOS,facebook,IE,NL
Male,usual,direct,api,more,iOS,LinkedIn,IE,NL
Male,usual,direct,api,more,Web,basic,IE,NL
Male,usual,direct,api,more,Web,facebook,IE,NL
Male,usual,direct,api,more,Web,LinkedIn,IE,NL
Male,usual,direct,api,more,MoWeb,basic,IE,NL
Male,usual,direct,api,more,MoWeb,facebook,IE,NL
Male,usual,direct,api,more,MoWeb,LinkedIn,IE,NL
Male,usual,direct,seo,1,iOS,basic,IE,NL
Male,usual,direct,seo,1,iOS,facebook,IE,NL
Male,usual,direct,seo,1,iOS,LinkedIn,IE,NL
Male,usual,direct,seo,1,Web,basic,IE,NL
Male,usual,direct,seo,1,Web,facebook,IE,NL
Male,usual,direct,seo,1,Web,LinkedIn,IE,NL
Male,usual,direct,seo,1,MoWeb,basic,IE,NL
Male,usual,direct,seo,1,MoWeb,facebook,IE,NL
Male,usual,direct,seo,1,MoWeb,LinkedIn,IE,NL
Male,usual,direct,seo,2,iOS,basic,IE,NL
Male,usual,direct,seo,2,iOS,facebook,IE,NL
Male,usual,direct,seo,2,iOS,LinkedIn,IE,NL
Male,usual,direct,seo,2,Web,basic,IE,NL
Male,usual,direct,seo,2,Web,facebook,IE,NL
Male,usual,direct,seo,2,Web,LinkedIn,IE,NL
Male,usual,direct,seo,2,MoWeb,basic,IE,NL
Male,usual,direct,seo,2,MoWeb,facebook,IE,NL
Male,usual,direct,seo,2,MoWeb,LinkedIn,IE,NL
Male,usual,direct,seo,3,iOS,basic,IE,NL
Male,usual,direct,seo,3,iOS,facebook,IE,NL
Male,usual,direct,seo,3,iOS,LinkedIn,IE,NL
Male,usual,direct,seo,3,Web,basic,IE,NL
Male,usual,direct,seo,3,Web,facebook,IE,NL
Male,usual,direct,seo,3,Web,LinkedIn,IE,NL
Male,usual,direct,seo,3,MoWeb,basic,IE,NL
Male,usual,direct,seo,3,MoWeb,facebook,IE,NL
Male,usual,direct,seo,3,MoWeb,LinkedIn,IE,NL
Male,usual,direct,seo,more,iOS,basic,IE,NL
Male,usual,direct,seo,more,iOS,facebook,IE,NL
Male,usual,direct,seo,more,iOS,LinkedIn,IE,NL
Male,usual,direct,seo,more,Web,basic,IE,NL
Male,usual,direct,seo,more,Web,facebook,IE,NL
Male,usual,direct,seo,more,Web,LinkedIn,IE,NL
Male,usual,direct,seo,more,MoWeb,basic,IE,NL
Male,usual,direct,seo,more,MoWeb,facebook,IE,NL
Male,usual,direct,seo,more,MoWeb,LinkedIn,IE,NL
Male,usual,direct,direct,1,iOS,basic,IE,NL
Male,usual,direct,direct,1,iOS,facebook,IE,NL
Male,usual,direct,direct,1,iOS,LinkedIn,IE,NL
Male,usual,direct,direct,1,Web,basic,IE,NL
Male,usual,direct,direct,1,Web,facebook,IE,NL
Male,usual,direct,direct,1,Web,LinkedIn,IE,NL
Male,usual,direct,direct,1,MoWeb,basic,IE,NL
Male,usual,direct,direct,1,MoWeb,facebook,IE,NL
Male,usual,direct,direct,1,MoWeb,LinkedIn,IE,NL
Male,usual,direct,direct,2,iOS,basic,IE,NL
Male,usual,direct,direct,2,iOS,facebook,IE,NL
Male,usual,direct,direct,2,iOS,LinkedIn,IE,NL
Male,usual,direct,direct,2,Web,basic,IE,NL
Male,usual,direct,direct,2,Web,facebook,IE,NL
Male,usual,direct,direct,2,Web,LinkedIn,IE,NL
Male,usual,direct,direct,2,MoWeb,basic,IE,NL
Male,usual,direct,direct,2,MoWeb,facebook,IE,NL
Male,usual,direct,direct,2,MoWeb,LinkedIn,IE,NL
Male,usual,direct,direct,3,iOS,basic,IE,NL
Male,usual,direct,direct,3,iOS,facebook,IE,NL
Male,usual,direct,direct,3,iOS,LinkedIn,IE,NL
Male,usual,direct,direct,3,Web,basic,IE,NL
Male,usual,direct,direct,3,Web,facebook,IE,NL
Male,usual,direct,direct,3,Web,LinkedIn,IE,NL
Male,usual,direct,direct,3,MoWeb,basic,IE,NL
Male,usual,direct,direct,3,MoWeb,facebook,IE,NL
Male,usual,direct,direct,3,MoWeb,LinkedIn,IE,NL
Male,usual,direct,direct,more,iOS,basic,IE,NL
Male,usual,direct,direct,more,iOS,facebook,IE,NL
Male,usual,direct,direct,more,iOS,LinkedIn,IE,NL
Male,usual,direct,direct,more,Web,basic,IE,NL
Male,usual,direct,direct,more,Web,facebook,IE,NL
Male,usual,direct,direct,more,Web,LinkedIn,IE,NL
Male,usual,direct,direct,more,MoWeb,basic,IE,NL
Male,usual,direct,direct,more,MoWeb,facebook,IE,NL
Male,usual,direct,direct,more,MoWeb,LinkedIn,IE,NL
Male,usual,direct,foster,1,iOS,basic,IE,NL
Male,usual,direct,foster,1,iOS,facebook,IE,NL
Male,usual,direct,foster,1,iOS,LinkedIn,IE,NL
Male,usual,direct,foster,1,Web,basic,IE,NL
Male,usual,direct,foster,1,Web,facebook,IE,NL
Male,usual,direct,foster,1,Web,LinkedIn,IE,NL
Male,usual,direct,foster,1,MoWeb,basic,IE,NL
Male,usual,direct,foster,1,MoWeb,facebook,IE,NL
Male,usual,direct,foster,1,MoWeb,LinkedIn,IE,NL
Male,usual,direct,foster,2,iOS,basic,IE,NL
Male,usual,direct,foster,2,iOS,facebook,IE,NL
Male,usual,direct,foster,2,iOS,LinkedIn,IE,NL
Male,usual,direct,foster,2,Web,basic,IE,NL
Male,usual,direct,foster,2,Web,facebook,IE,NL
Male,usual,direct,foster,2,Web,LinkedIn,IE,NL
Male,usual,direct,foster,2,MoWeb,basic,IE,NL
Male,usual,direct,foster,2,MoWeb,facebook,IE,NL
Male,usual,direct,foster,2,MoWeb,LinkedIn,IE,NL
Male,usual,direct,foster,3,iOS,basic,IE,NL
Male,usual,direct,foster,3,iOS,facebook,IE,NL
Male,usual,direct,foster,3,iOS,LinkedIn,IE,NL
Male,usual,direct,foster,3,Web,basic,IE,NL
Male,usual,direct,foster,3,Web,facebook,IE,NL
Male,usual,direct,foster,3,Web,LinkedIn,IE,NL
Male,usual,direct,foster,3,MoWeb,basic,IE,NL
Male,usual,direct,foster,3,MoWeb,facebook,IE,NL
Male,usual,direct,foster,3,MoWeb,LinkedIn,IE,NL
Male,usual,direct,foster,more,iOS,basic,IE,NL
Male,usual,direct,foster,more,iOS,facebook,IE,NL
Male,usual,direct,foster,more,iOS,LinkedIn,IE,NL
Male,usual,direct,foster,more,Web,basic,IE,NL
Male,usual,direct,foster,more,Web,facebook,IE,NL
Male,usual,direct,foster,more,Web,LinkedIn,IE,NL
Male,usual,direct,foster,more,MoWeb,basic,IE,NL
Male,usual,direct,foster,more,MoWeb,facebook,IE,NL
Male,usual,direct,foster,more,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,api,1,iOS,basic,IE,NL
Male,usual,meetup,api,1,iOS,facebook,IE,NL
Male,usual,meetup,api,1,iOS,LinkedIn,IE,NL
Male,usual,meetup,api,1,Web,basic,IE,NL
Male,usual,meetup,api,1,Web,facebook,IE,NL
Male,usual,meetup,api,1,Web,LinkedIn,IE,NL
Male,usual,meetup,api,1,MoWeb,basic,IE,NL
Male,usual,meetup,api,1,MoWeb,facebook,IE,NL
Male,usual,meetup,api,1,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,api,2,iOS,basic,IE,NL
Male,usual,meetup,api,2,iOS,facebook,IE,NL
Male,usual,meetup,api,2,iOS,LinkedIn,IE,NL
Male,usual,meetup,api,2,Web,basic,IE,NL
Male,usual,meetup,api,2,Web,facebook,IE,NL
Male,usual,meetup,api,2,Web,LinkedIn,IE,NL
Male,usual,meetup,api,2,MoWeb,basic,IE,NL
Male,usual,meetup,api,2,MoWeb,facebook,IE,NL
Male,usual,meetup,api,2,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,api,3,iOS,basic,IE,NL
Male,usual,meetup,api,3,iOS,facebook,IE,NL
Male,usual,meetup,api,3,iOS,LinkedIn,IE,NL
Male,usual,meetup,api,3,Web,basic,IE,NL
Male,usual,meetup,api,3,Web,facebook,IE,NL
Male,usual,meetup,api,3,Web,LinkedIn,IE,NL
Male,usual,meetup,api,3,MoWeb,basic,IE,NL
Male,usual,meetup,api,3,MoWeb,facebook,IE,NL
Male,usual,meetup,api,3,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,api,more,iOS,basic,IE,NL
Male,usual,meetup,api,more,iOS,facebook,IE,NL
Male,usual,meetup,api,more,iOS,LinkedIn,IE,NL
Male,usual,meetup,api,more,Web,basic,IE,NL
Male,usual,meetup,api,more,Web,facebook,IE,NL
Male,usual,meetup,api,more,Web,LinkedIn,IE,NL
Male,usual,meetup,api,more,MoWeb,basic,IE,NL
Male,usual,meetup,api,more,MoWeb,facebook,IE,NL
Male,usual,meetup,api,more,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,seo,1,iOS,basic,IE,NL
Male,usual,meetup,seo,1,iOS,facebook,IE,NL
Male,usual,meetup,seo,1,iOS,LinkedIn,IE,NL
Male,usual,meetup,seo,1,Web,basic,IE,NL
Male,usual,meetup,seo,1,Web,facebook,IE,NL
Male,usual,meetup,seo,1,Web,LinkedIn,IE,NL
Male,usual,meetup,seo,1,MoWeb,basic,IE,NL
Male,usual,meetup,seo,1,MoWeb,facebook,IE,NL
Male,usual,meetup,seo,1,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,seo,2,iOS,basic,IE,NL
Male,usual,meetup,seo,2,iOS,facebook,IE,NL
Male,usual,meetup,seo,2,iOS,LinkedIn,IE,NL
Male,usual,meetup,seo,2,Web,basic,IE,NL
Male,usual,meetup,seo,2,Web,facebook,IE,NL
Male,usual,meetup,seo,2,Web,LinkedIn,IE,NL
Male,usual,meetup,seo,2,MoWeb,basic,IE,NL
Male,usual,meetup,seo,2,MoWeb,facebook,IE,NL
Male,usual,meetup,seo,2,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,seo,3,iOS,basic,IE,NL
Male,usual,meetup,seo,3,iOS,facebook,IE,NL
Male,usual,meetup,seo,3,iOS,LinkedIn,IE,NL
Male,usual,meetup,seo,3,Web,basic,IE,NL
Male,usual,meetup,seo,3,Web,facebook,IE,NL
Male,usual,meetup,seo,3,Web,LinkedIn,IE,NL
Male,usual,meetup,seo,3,MoWeb,basic,IE,NL
Male,usual,meetup,seo,3,MoWeb,facebook,IE,NL
Male,usual,meetup,seo,3,MoWeb,LinkedIn,IE,NL
Male,usual,meetup,seo,more,iOS,basic,IE,NL
Male,usual,meetup,seo,more,iOS,facebook,IE,NL
